tweet_id,text,translated,combined,predicted_label
2023_test_main_tweet_614,@AUTHOR આવા મૂર્ખ ના લીધે જ બાબા ઓ ની ભક્તિ ચાલે છે,@Author is the devotion of Baba O because of such a fool,@AUTHOR આવા મૂર્ખ ના લીધે જ બાબા ઓ ની ભક્તિ ચાલે છે @Author is the devotion of Baba O because of such a fool,HOF
2023_test_main_tweet_615,@AUTHOR @USER @USER આને મુકો આ નવરી બજાર છે. આઇટી સેલ વાળો ટ્રોલ છે.,@Author @user @user Put this this is a Navari market.There is a troll with an IT cell.,@AUTHOR @USER @USER આને મુકો આ નવરી બજાર છે. આઇટી સેલ વાળો ટ્રોલ છે. @Author @user @user Put this this is a Navari market.There is a troll with an IT cell.,HOF
2023_test_main_tweet_616,@AUTHOR @USER @USER @USER લન્ડ મારો ફોલો કરવા આખી દુનિયા કરે છે લોડા એ પૈસા દઈને કરાવે છે એ પણ તારી જેમ નપુંસનક છે લોડા,@AUTHOR @user @user @user Lund Londa The whole world does the whole world to follow the money.,@AUTHOR @USER @USER @USER લન્ડ મારો ફોલો કરવા આખી દુનિયા કરે છે લોડા એ પૈસા દઈને કરાવે છે એ પણ તારી જેમ નપુંસનક છે લોડા @AUTHOR @user @user @user Lund Londa The whole world does the whole world to follow the money.,HOF
2023_test_main_tweet_617,"@AUTHOR @USER ઘનચક્કર કે મન કી બકવાસ. 
દિમાગ ઉપર અઠોડા.","@Author @user solid or mind.
At the end of the mind.","@AUTHOR @USER ઘનચક્કર કે મન કી બકવાસ. 
દિમાગ ઉપર અઠોડા. @Author @user solid or mind.
At the end of the mind.",HOF
2023_test_main_tweet_618,ટોટી ચોર હરામખોર @URL,Cock thief harassed @url,ટોટી ચોર હરામખોર @URL Cock thief harassed @url,HOF
2023_test_main_tweet_619,@AUTHOR 😂😂 ગાંડુ પત્રકાર,@AUTHOR ^ 😂 Gandu journalist,@AUTHOR 😂😂 ગાંડુ પત્રકાર @AUTHOR ^ 😂 Gandu journalist,HOF
2023_test_main_tweet_620,"એક એક વાંદરો પાળી લઈએ ઘરે એમ‌ને પછી એના પગ દાબીએ તો પ્રભુ મળે ?????

હર એક વાનર હનુમાન નહીં હોતા. @URL","Take a single monkey at home and then press his feet and get the Lord ?????

Every single monkey would not be Hanuman.@Url","એક એક વાંદરો પાળી લઈએ ઘરે એમ‌ને પછી એના પગ દાબીએ તો પ્રભુ મળે ?????

હર એક વાનર હનુમાન નહીં હોતા. @URL Take a single monkey at home and then press his feet and get the Lord ?????

Every single monkey would not be Hanuman.@Url",NOT
2023_test_main_tweet_621,@AUTHOR કેટલી પંચાત 😥🙆‍♂️,@Author How Panchayat 😥🙆️,@AUTHOR કેટલી પંચાત 😥🙆‍♂️ @Author How Panchayat 😥🙆️,NOT
2023_test_main_tweet_622,@AUTHOR કારણ કે ગુજરાત ના લોકો કોઈ ની પાછળ લાઇન લગાવી ને ઉભા રહી શકે છે ચોર ચકો લફંગો ગાંડો લેભાગુ કોઈ પણ નેતાબની જશે  અને સત્યવાન અને પ્રજા હિત ધરાવતા લોકો ઘરે બેસી રહેશે એ હું નહિ દેવ શ્રી મામાઈ દેવ ની વાણી છે જે હજારો વર્ષ પહેલાં ઉટબોધન આપ્યું છે જય ભારત,@Author because the people of Gujarat can stand behind someone. Thieves will go to any leader and people with truth and people will sit at home.Jai India has given up,@AUTHOR કારણ કે ગુજરાત ના લોકો કોઈ ની પાછળ લાઇન લગાવી ને ઉભા રહી શકે છે ચોર ચકો લફંગો ગાંડો લેભાગુ કોઈ પણ નેતાબની જશે  અને સત્યવાન અને પ્રજા હિત ધરાવતા લોકો ઘરે બેસી રહેશે એ હું નહિ દેવ શ્રી મામાઈ દેવ ની વાણી છે જે હજારો વર્ષ પહેલાં ઉટબોધન આપ્યું છે જય ભારત @Author because the people of Gujarat can stand behind someone. Thieves will go to any leader and people with truth and people will sit at home.Jai India has given up,NOT
2023_test_main_tweet_623,@AUTHOR @USER આ તકતી પર પ્રણવ દલાલ અંડર બ્રિજ હોવું જોઇએ!,@Author @user Pranab Dalal should be under bridge on this plaque!,@AUTHOR @USER આ તકતી પર પ્રણવ દલાલ અંડર બ્રિજ હોવું જોઇએ! @Author @user Pranab Dalal should be under bridge on this plaque!,HOF
2023_test_main_tweet_624,@AUTHOR અંધેરી નગરી ને ગાંડુ રાજા @USER @USER @USER @USER @USER @USER @USER,@Author Andheri Nagri Ne Gandu King @user @user @user @user @user @user,@AUTHOR અંધેરી નગરી ને ગાંડુ રાજા @USER @USER @USER @USER @USER @USER @USER @Author Andheri Nagri Ne Gandu King @user @user @user @user @user @user,HOF
2023_test_main_tweet_625,@AUTHOR આ તમામ મૂર્ખ બાબાઓ પર આપણો આ વૃદ્ધ માણસ ભારે છે.  બસ નામ જ કાફી @URL,@Author this old man is heavy on all these stupid Babas.Just name Cafi @url,@AUTHOR આ તમામ મૂર્ખ બાબાઓ પર આપણો આ વૃદ્ધ માણસ ભારે છે.  બસ નામ જ કાફી @URL @Author this old man is heavy on all these stupid Babas.Just name Cafi @url,HOF
2023_test_main_tweet_626,@AUTHOR પ્યારમાં કરાવેલા રિચાર્જના પૈસા પાછા માંગવા વાળો મૂર્ખ કહેવાય. અમે તો પ્યારમાં આપેલી કોઈ ચીજ પાછી ન માંગીએ. આભાર.,@Author is a fool to ask for the recharge money made in the beloved.We do not want to return anything in the beloved.Thank you.,@AUTHOR પ્યારમાં કરાવેલા રિચાર્જના પૈસા પાછા માંગવા વાળો મૂર્ખ કહેવાય. અમે તો પ્યારમાં આપેલી કોઈ ચીજ પાછી ન માંગીએ. આભાર. @Author is a fool to ask for the recharge money made in the beloved.We do not want to return anything in the beloved.Thank you.,NOT
2023_test_main_tweet_627,@AUTHOR @USER @USER @USER @USER @USER @USER @USER બાર આવ્યો કે નહિ આ ચોર,@Author @user @user @user @user @user @user @user,@AUTHOR @USER @USER @USER @USER @USER @USER @USER બાર આવ્યો કે નહિ આ ચોર @Author @user @user @user @user @user @user @user,NOT
2023_test_main_tweet_628,@AUTHOR @USER @USER @USER @USER @USER @USER આખો લીધો દેશભક્તિ ના નામ પર મૂર્ખ,@Author @user @user @user @user @user @user,@AUTHOR @USER @USER @USER @USER @USER @USER આખો લીધો દેશભક્તિ ના નામ પર મૂર્ખ @Author @user @user @user @user @user @user,HOF
2023_test_main_tweet_629,@AUTHOR @USER હલકો,@Author @user lightweight,@AUTHOR @USER હલકો @Author @user lightweight,HOF
2023_test_main_tweet_630,"પારકી પંચાત : બાબા બાગેશ્વરનો કાર્યક્રમ કોણે કર્યો હાઈજેક? નેતા હોય કે જનતા કાયદો કરે કાયદાનું કામ!; મંથન બેઠક કરી પાટીલે નેતાઓનો જબરો ક્લાસ લઈ લીધો @URL  
Download DivyaBhaskar App : @URL   
#Gujarat | #BageshwarBaba | #ParkiPanchat @URL","Parki Panchayat: Who did the program of Baba Bageshwar hijack?Whether the leader or the public laws the law work!;Patil has taken a class of leaders by meeting @url
Download Divyabhaskar App: @url
#Gujarat |#BageWarbaba |#Parkipanchat @url","પારકી પંચાત : બાબા બાગેશ્વરનો કાર્યક્રમ કોણે કર્યો હાઈજેક? નેતા હોય કે જનતા કાયદો કરે કાયદાનું કામ!; મંથન બેઠક કરી પાટીલે નેતાઓનો જબરો ક્લાસ લઈ લીધો @URL  
Download DivyaBhaskar App : @URL   
#Gujarat | #BageshwarBaba | #ParkiPanchat @URL Parki Panchayat: Who did the program of Baba Bageshwar hijack?Whether the leader or the public laws the law work!;Patil has taken a class of leaders by meeting @url
Download Divyabhaskar App: @url
#Gujarat |#BageWarbaba |#Parkipanchat @url",NOT
2023_test_main_tweet_631,"@AUTHOR @USER આવા હલકા કેટલા છે કાય ખબર નથી પડતી
આવા હલકા વિરોધ કરવા સિવાય બીજો ધંધો જ સુ છે 
જેને બોલાવે તેને એમા તારા બાપા નું સુ જાય છે હલકા 
છાનોમાનો તારું કામ કર ને હલકા હા ત્રેવડ નથી ને સલાહ દેવા આવી ગયો છે હલકો
ભાગ હલકા ભાગ","@Author @user does not know how much is such a light
Other than to protest such light, the business is supposed to
The one who calls it goes to your father's lighthouse
Your work is not a light and no trace and is advised to be lightweight
Part light","@AUTHOR @USER આવા હલકા કેટલા છે કાય ખબર નથી પડતી
આવા હલકા વિરોધ કરવા સિવાય બીજો ધંધો જ સુ છે 
જેને બોલાવે તેને એમા તારા બાપા નું સુ જાય છે હલકા 
છાનોમાનો તારું કામ કર ને હલકા હા ત્રેવડ નથી ને સલાહ દેવા આવી ગયો છે હલકો
ભાગ હલકા ભાગ @Author @user does not know how much is such a light
Other than to protest such light, the business is supposed to
The one who calls it goes to your father's lighthouse
Your work is not a light and no trace and is advised to be lightweight
Part light",HOF
2023_test_main_tweet_632,"@AUTHOR મયંક તારા બાપ ને કહી ને આ બધા લોકોને પાસ કરાવી દે 
નવરી પનોતી કિયા થી હાલી યા આવે છે ટ્વીટર  માં કાય સમજાતું નથી
પનોતી જેટલા પરીક્ષા દિયે તેટલા બધા સ્ટુડન્ટ્સ પાસ થોડા થાય
જો એટલી જ ઉપાડી થાય છે ગુજરાતના લોકોની તો તું ને તારો બાપ ભેગા થઈ ને આ લોકોને ક્લાસ ચાલુ કરાવીને પાસ કરાવ","@Author Mayank tell your father and pass all these people
Navari Panoti Kia is coming to Kiya or Twitter does not explain
As many exams as Panoti, so many students pass
If so is the people of Gujarat, the people of Gujarat will come together and pass these people by turning the class.","@AUTHOR મયંક તારા બાપ ને કહી ને આ બધા લોકોને પાસ કરાવી દે 
નવરી પનોતી કિયા થી હાલી યા આવે છે ટ્વીટર  માં કાય સમજાતું નથી
પનોતી જેટલા પરીક્ષા દિયે તેટલા બધા સ્ટુડન્ટ્સ પાસ થોડા થાય
જો એટલી જ ઉપાડી થાય છે ગુજરાતના લોકોની તો તું ને તારો બાપ ભેગા થઈ ને આ લોકોને ક્લાસ ચાલુ કરાવીને પાસ કરાવ @Author Mayank tell your father and pass all these people
Navari Panoti Kia is coming to Kiya or Twitter does not explain
As many exams as Panoti, so many students pass
If so is the people of Gujarat, the people of Gujarat will come together and pass these people by turning the class.",NOT
2023_test_main_tweet_633,@AUTHOR માંગવા વાલો પણ ગાંડો કહેવાય ને...😜,@Author asking for mad too ...,@AUTHOR માંગવા વાલો પણ ગાંડો કહેવાય ને...😜 @Author asking for mad too ...,NOT
2023_test_main_tweet_634,બાગાભાઈ તું ગુજરાતના દરેક લોકો ને પાગલ મૂર્ખ નહીં સમજતો.. હો ભાઈ @URL,Bagabhai you will not understand all the people of Gujarat crazy .. Ho brother @url,બાગાભાઈ તું ગુજરાતના દરેક લોકો ને પાગલ મૂર્ખ નહીં સમજતો.. હો ભાઈ @URL Bagabhai you will not understand all the people of Gujarat crazy .. Ho brother @url,NOT
2023_test_main_tweet_635,"પારકી પંચાત : બાબાના ભક્તો માટે જબરો નિયમ! રૂબરૂ મળવા માટે બાગેશ્વરધામે ખાસ 'સિસ્ટમ' બનાવી; સચિવાલયમાં નેતાઓનાં કામ હાથમાં લેતા અધિકારીઓ થરથર ધ્રૂજે - @URL
Download Divya Bhaskar App : @URL
#Gujarat | #ParkiPanchat | #BageshwarBaba @URL","Paraki Panchayat: For the devotees of Baba, the rule!Bageshwar Dham created a special 'system' to meet;Officers taking the work of leaders in the secretariat - @url
Download Divya Bhaskar App: @url
#Gujarat |#Parkipanchat |#Bageshwarbaba @url","પારકી પંચાત : બાબાના ભક્તો માટે જબરો નિયમ! રૂબરૂ મળવા માટે બાગેશ્વરધામે ખાસ 'સિસ્ટમ' બનાવી; સચિવાલયમાં નેતાઓનાં કામ હાથમાં લેતા અધિકારીઓ થરથર ધ્રૂજે - @URL
Download Divya Bhaskar App : @URL
#Gujarat | #ParkiPanchat | #BageshwarBaba @URL Paraki Panchayat: For the devotees of Baba, the rule!Bageshwar Dham created a special 'system' to meet;Officers taking the work of leaders in the secretariat - @url
Download Divya Bhaskar App: @url
#Gujarat |#Parkipanchat |#Bageshwarbaba @url",NOT
2023_test_main_tweet_636,"કહેવાતા ઠગ ટોળકી પત્રકારો હજારો જાતના વિરોધ કરશે પણ જે મુખ્ય હકીકત છે, જે vision ને લઈને આ સભાઓ થાય છે એના માટે એક શબ્દ પણ નહીં ઉચ્ચારે.

જ્યારે કોઈ હિન્દુ ધર્માંતર વિશે અવાજ ઉઠાવે ત્યારે બધા હરામી એક સાથે એનો વિરોધ કરે છે. અત્યારે ગુજરામાં પણ આવા દલાલ પત્રકારો તૂટી પડ્યા છે. @URL","The so -called thug gang will oppose thousands of journalists, but the main fact, which does not even utter a word for these meetings that take place on Vision.

When a Hindu raises a voice about the conversion, all the harami opposes it together.At present, even such broker journalists have been broken in Gujra.@Url","કહેવાતા ઠગ ટોળકી પત્રકારો હજારો જાતના વિરોધ કરશે પણ જે મુખ્ય હકીકત છે, જે vision ને લઈને આ સભાઓ થાય છે એના માટે એક શબ્દ પણ નહીં ઉચ્ચારે.

જ્યારે કોઈ હિન્દુ ધર્માંતર વિશે અવાજ ઉઠાવે ત્યારે બધા હરામી એક સાથે એનો વિરોધ કરે છે. અત્યારે ગુજરામાં પણ આવા દલાલ પત્રકારો તૂટી પડ્યા છે. @URL The so -called thug gang will oppose thousands of journalists, but the main fact, which does not even utter a word for these meetings that take place on Vision.

When a Hindu raises a voice about the conversion, all the harami opposes it together.At present, even such broker journalists have been broken in Gujra.@Url",NOT
2023_test_main_tweet_637,"મારાં તે ચિત્તનો ચોર રે મારો સાંવરિયો....
#ગુજરાતી_લોકગીત @URL","My leopard thief ray my sanario ...
#Gujarati_loc song @url","મારાં તે ચિત્તનો ચોર રે મારો સાંવરિયો....
#ગુજરાતી_લોકગીત @URL My leopard thief ray my sanario ...
#Gujarati_loc song @url",HOF
2023_test_main_tweet_638,"@AUTHOR મન કી બાત સંભાળી લેવાય એક વાર, બસ તું નવરી ક્યાં થાસ આવી ચમચા ગિરિ કરવામાંથી તો ખબર હોય ને. ખરેખર મંદબુદ્ધિ તારા જેવા છે દુનિયા માં એટલે આ પપ્પુ નું હાલે છે. @URL","@Author Mann Ki Baat Once, just know where you do not have a spoon.Really retarded is like you in the world, so this is the dad.@Url","@AUTHOR મન કી બાત સંભાળી લેવાય એક વાર, બસ તું નવરી ક્યાં થાસ આવી ચમચા ગિરિ કરવામાંથી તો ખબર હોય ને. ખરેખર મંદબુદ્ધિ તારા જેવા છે દુનિયા માં એટલે આ પપ્પુ નું હાલે છે. @URL @Author Mann Ki Baat Once, just know where you do not have a spoon.Really retarded is like you in the world, so this is the dad.@Url",NOT
2023_test_main_tweet_639,@AUTHOR તમારા દ્રારા ડાયલ કરવામા આવેલ નંબરને તમારી જોડે પંચાત કરવામાં કંઈ જ રસ નથી,@Author has nothing interested in panchayat with you the number dialed by you,@AUTHOR તમારા દ્રારા ડાયલ કરવામા આવેલ નંબરને તમારી જોડે પંચાત કરવામાં કંઈ જ રસ નથી @Author has nothing interested in panchayat with you the number dialed by you,HOF
2023_test_main_tweet_640,"ધીરેન્દ્ર એ ગુજરાતની પ્રજાને પાગલ કીધી તોય એમને તાળીઓ પાડી આ મૂર્ખ પ્રજા એ. તો મેં અખંડ નંગ કીધું. એમાં હવે સામેથી હાજરી પુરાવવા આવે છે કે હા, તમે જે અખંડ નંગ કીધું એ અમે જ.  1 @URL","Direndra made the people of Gujarat mad, and locked them.So I said intact.It is now coming from the front to attend, yes, we are the unbroken nos.1 @url","ધીરેન્દ્ર એ ગુજરાતની પ્રજાને પાગલ કીધી તોય એમને તાળીઓ પાડી આ મૂર્ખ પ્રજા એ. તો મેં અખંડ નંગ કીધું. એમાં હવે સામેથી હાજરી પુરાવવા આવે છે કે હા, તમે જે અખંડ નંગ કીધું એ અમે જ.  1 @URL Direndra made the people of Gujarat mad, and locked them.So I said intact.It is now coming from the front to attend, yes, we are the unbroken nos.1 @url",HOF
2023_test_main_tweet_641,"દેખાવની દીવાલ ચણે તેથી શું ? ખુદને કોઈ વિદ્વાન ગણે તેથી શું ? એનાથી કશો ફેર નથી પડવાનો કો‘ મૂર્ખ બનારસમાં ભણે તેથી શું ?
-મુક્તક આદિલ મન્સૂરી.....","What is the wall of appearance?What if he is a scholar?There is no change in this, ""What is the foolish Banaras?""
-Free Adil Mansuri .....","દેખાવની દીવાલ ચણે તેથી શું ? ખુદને કોઈ વિદ્વાન ગણે તેથી શું ? એનાથી કશો ફેર નથી પડવાનો કો‘ મૂર્ખ બનારસમાં ભણે તેથી શું ?
-મુક્તક આદિલ મન્સૂરી..... What is the wall of appearance?What if he is a scholar?There is no change in this, ""What is the foolish Banaras?""
-Free Adil Mansuri .....",NOT
2023_test_main_tweet_642,"અમને તેમના જેવા વધુ નેતાઓની જરૂર છે.  સીધી બાત, ના બકવાસ!  તમારા માટે વધુ શક્તિ સાહેબ!
 #HimantaInAapKiAdalat","We need more leaders like them.Directly, no nonsense!More power for you sir!
 #Himantainaapkiadalat","અમને તેમના જેવા વધુ નેતાઓની જરૂર છે.  સીધી બાત, ના બકવાસ!  તમારા માટે વધુ શક્તિ સાહેબ!
 #HimantaInAapKiAdalat We need more leaders like them.Directly, no nonsense!More power for you sir!
 #Himantainaapkiadalat",NOT
2023_test_main_tweet_643,"આ માણસ પ્રગટે છે અમને તેના જેવા વધુ નેતાઓની જરૂર છે.  સીધી બાત, ના બકવાસ!  તમારા માટે વધુ શક્તિ સાહેબ!
 #HimantaInAapKiAdalat","This man manifests we need more leaders like that.Directly, no nonsense!More power for you sir!
 #Himantainaapkiadalat","આ માણસ પ્રગટે છે અમને તેના જેવા વધુ નેતાઓની જરૂર છે.  સીધી બાત, ના બકવાસ!  તમારા માટે વધુ શક્તિ સાહેબ!
 #HimantaInAapKiAdalat This man manifests we need more leaders like that.Directly, no nonsense!More power for you sir!
 #Himantainaapkiadalat",NOT
2023_test_main_tweet_644,નર્યા પાખંડવાદ નો ઉત્તમ નમુનો.... @URL,The excellent sample of the nervous heresy .... @url,નર્યા પાખંડવાદ નો ઉત્તમ નમુનો.... @URL The excellent sample of the nervous heresy .... @url,HOF
2023_test_main_tweet_645,@AUTHOR @USER @USER ખોટું બોલવામાં હોમવર્ક નાં કરવાનું હોય. આ કાકો પોતાની જેમ બધાને મૂર્ખ સમજે છે...,@Author @user @user don't have to do homework to lie.This uncle considers everyone as foolish ...,@AUTHOR @USER @USER ખોટું બોલવામાં હોમવર્ક નાં કરવાનું હોય. આ કાકો પોતાની જેમ બધાને મૂર્ખ સમજે છે... @Author @user @user don't have to do homework to lie.This uncle considers everyone as foolish ...,NOT
2023_test_main_tweet_646,"@AUTHOR 𝗔𝘂𝘁𝗼 𝗥𝗲𝗽𝗹𝘆
𝗔𝘂𝘁𝗼 𝗥𝗲𝗽𝗹𝘆
@URL
👍🏻
*ચોર નેતાઓ ની હવા નીકળી ગઈ...*
સરકારી અધિકારી કોન્ટ્રાકટરો નેતાઓ કેવી રીતે ભ્રષ્ટાચાર કરે છે.
*આવી રીતે પ્રજા ના લાખો કરોડો રૂપિયા ખાઈ ગયા...*
Live.. લાઈવ
👆🏻
👍🏻
*દિવ મીરર ન્યૂઝ..*","@Author 𝗔𝘂𝘁𝗼 𝗥𝗲𝗽𝗹𝘆
𝗔𝘂𝘁𝗼 𝗥𝗲𝗽𝗹𝘆
@Url
👍🏻
*The air of thief leaders went out ...*
How government official contractor leaders do corruption.
*Thus millions of crores of people have eaten ...*
Live .. Live
👆🏻
👍🏻
*Div Mirror News ..*","@AUTHOR 𝗔𝘂𝘁𝗼 𝗥𝗲𝗽𝗹𝘆
𝗔𝘂𝘁𝗼 𝗥𝗲𝗽𝗹𝘆
@URL
👍🏻
*ચોર નેતાઓ ની હવા નીકળી ગઈ...*
સરકારી અધિકારી કોન્ટ્રાકટરો નેતાઓ કેવી રીતે ભ્રષ્ટાચાર કરે છે.
*આવી રીતે પ્રજા ના લાખો કરોડો રૂપિયા ખાઈ ગયા...*
Live.. લાઈવ
👆🏻
👍🏻
*દિવ મીરર ન્યૂઝ..* @Author 𝗔𝘂𝘁𝗼 𝗥𝗲𝗽𝗹𝘆
𝗔𝘂𝘁𝗼 𝗥𝗲𝗽𝗹𝘆
@Url
👍🏻
*The air of thief leaders went out ...*
How government official contractor leaders do corruption.
*Thus millions of crores of people have eaten ...*
Live .. Live
👆🏻
👍🏻
*Div Mirror News ..*",NOT
2023_test_main_tweet_647,@AUTHOR દુનિયા નું સૌથી ધીરજ વાળું કોઈ જીવ હોઈ તો કાચબો છે. અને ગાળા મા નાગ છે મતલબ દુનિયા જેને ધિક્કારે છે એને શિવ ઘરેણું બનાવે છે. બળદ મતલબ દુનિયા નું સુધી મહેનતુ પ્રાણી કેવાનું મતલબ એ કે બળદ જેવા મહેનતુ.કાચબા જેવી ધીરજ. અને જેને દુનિયા ધિક્કારે એનો સ્વીકાર કરો પછી જ શિવ ના દર્શન થાય🙏,"@Author is a tortoise if there is a life of the most patience in the world.And in the period, there is a nag, meaning that Shiva makes the world a jewel.The bull means a hardworking animal to the world, what is a hard work like ox.And accept the one who hates the world then Shiva is seen","@AUTHOR દુનિયા નું સૌથી ધીરજ વાળું કોઈ જીવ હોઈ તો કાચબો છે. અને ગાળા મા નાગ છે મતલબ દુનિયા જેને ધિક્કારે છે એને શિવ ઘરેણું બનાવે છે. બળદ મતલબ દુનિયા નું સુધી મહેનતુ પ્રાણી કેવાનું મતલબ એ કે બળદ જેવા મહેનતુ.કાચબા જેવી ધીરજ. અને જેને દુનિયા ધિક્કારે એનો સ્વીકાર કરો પછી જ શિવ ના દર્શન થાય🙏 @Author is a tortoise if there is a life of the most patience in the world.And in the period, there is a nag, meaning that Shiva makes the world a jewel.The bull means a hardworking animal to the world, what is a hard work like ox.And accept the one who hates the world then Shiva is seen",HOF
2023_test_main_tweet_648,@AUTHOR @USER @USER @USER આ હારુન કોંગ્રેસ નો દલ્લો છે ચોદુ છે એના જ કાર્યકર્તા એને ગાળું કાઢે છે લોડા ને,"@Author @user @user @user This Aaron is the Congress party, and the activist spends the loda.","@AUTHOR @USER @USER @USER આ હારુન કોંગ્રેસ નો દલ્લો છે ચોદુ છે એના જ કાર્યકર્તા એને ગાળું કાઢે છે લોડા ને @Author @user @user @user This Aaron is the Congress party, and the activist spends the loda.",HOF
2023_test_main_tweet_649,@AUTHOR આ ઠગ ચમત્કારી બાબા ને એક જ સવાલ કોના કહેવાથી અને કોના સપોર્ટ થી ગુજરાત ની ભોળી પ્રજાને મૂર્ખ બનાવવા નીકળ્યો છે। આ સવાલ ના જવાબ આપી દો બાબા રે બાબા।,"@Author this thug has gone out to fool the miraculous people of Gujarat by the same question and whose support.Answer this question, Baba Ray Baba.","@AUTHOR આ ઠગ ચમત્કારી બાબા ને એક જ સવાલ કોના કહેવાથી અને કોના સપોર્ટ થી ગુજરાત ની ભોળી પ્રજાને મૂર્ખ બનાવવા નીકળ્યો છે। આ સવાલ ના જવાબ આપી દો બાબા રે બાબા। @Author this thug has gone out to fool the miraculous people of Gujarat by the same question and whose support.Answer this question, Baba Ray Baba.",HOF
2023_test_main_tweet_650,"@AUTHOR પ્રજા ના ટેકસ ના રૂપિયા માં થી એવા ક્યાં ભાડે આપવા મટે મફત મકાન આપવાની જરૂર છે?તેના કરતાં કેજરીવાલ ની જેમ મફત વીજળી આપે @USER જી,બધી પ્રજાને લાભ મળે, આમાં તો ચોર અને ચિટર ફાવી જાય છે",@Author people need free building to rent from the tax money?,"@AUTHOR પ્રજા ના ટેકસ ના રૂપિયા માં થી એવા ક્યાં ભાડે આપવા મટે મફત મકાન આપવાની જરૂર છે?તેના કરતાં કેજરીવાલ ની જેમ મફત વીજળી આપે @USER જી,બધી પ્રજાને લાભ મળે, આમાં તો ચોર અને ચિટર ફાવી જાય છે @Author people need free building to rent from the tax money?",NOT
2023_test_main_tweet_651,@AUTHOR વાહિયાત વિવાદ છે...અને મિડિયા તેમાં હવા ભરવાનું કામ કરે છે...,@Author is a absurd dispute ... and the media works to fill it in ...,@AUTHOR વાહિયાત વિવાદ છે...અને મિડિયા તેમાં હવા ભરવાનું કામ કરે છે... @Author is a absurd dispute ... and the media works to fill it in ...,NOT
2023_test_main_tweet_652,@AUTHOR ખૂબ ખર્ચો કરી સંસદ ભવન બનાવ્યું કાઈ વાંધો નથી પણ એની અંદર સ્કૂલ અને કોલેજ બનાવવી જરૂરી છે કારણ કે એમાં મોટા ભાગના અભણ ગધેડા પણ છે એને ભણાવી શકાય 😊 #myparilamentmypride,"@Author does not matter to build a Parliament House with a lot of spending, but it is necessary to build a school and college inside it because most of the illiterate donkeys can be taught.","@AUTHOR ખૂબ ખર્ચો કરી સંસદ ભવન બનાવ્યું કાઈ વાંધો નથી પણ એની અંદર સ્કૂલ અને કોલેજ બનાવવી જરૂરી છે કારણ કે એમાં મોટા ભાગના અભણ ગધેડા પણ છે એને ભણાવી શકાય 😊 #myparilamentmypride @Author does not matter to build a Parliament House with a lot of spending, but it is necessary to build a school and college inside it because most of the illiterate donkeys can be taught.",HOF
2023_test_main_tweet_653,"Title  :- લાલ ચુડે વાલી  મૈયા  
Singer : રામદાસ ગોંડલીયા - શૈલેષ મહારાજ 
Place  : લાંબા બંદર [ દ્વારકા ]  

@URL

🌺આપણી  આ 2 ચેનલને સબ્સ્ક્રાઇબ કરો / લાઇક કરો /શેર કરો 👍  @URL @URL @URL","Title:- Red Chude Wali Maiya
Singer: Ramdas Gondalia - Shailesh Maharaj
Place: Long port [Dwarka]

@Url

🌺 Subscribe to this 2 channel / Like / Share @url @url","Title  :- લાલ ચુડે વાલી  મૈયા  
Singer : રામદાસ ગોંડલીયા - શૈલેષ મહારાજ 
Place  : લાંબા બંદર [ દ્વારકા ]  

@URL

🌺આપણી  આ 2 ચેનલને સબ્સ્ક્રાઇબ કરો / લાઇક કરો /શેર કરો 👍  @URL @URL @URL Title:- Red Chude Wali Maiya
Singer: Ramdas Gondalia - Shailesh Maharaj
Place: Long port [Dwarka]

@Url

🌺 Subscribe to this 2 channel / Like / Share @url @url",NOT
2023_test_main_tweet_654,"દારૂડિયાને ચોર સમજીને મારવાનું ભારે પડી ગયું

#mumbai #mumbainews #borivali #watchmen #arrested #gujarati #foe #beating #drunkard #drunk #guajratimidday #middaynews #newsupdate #latestnews #beat 

@URL","The drunkard fell heavily on the thief

#mumbai #mumbainews #borivali #watchmen #arrested #gujarati #foe #beating #drunkard #drunk #guajratimiday #middaynews #beat

@Url","દારૂડિયાને ચોર સમજીને મારવાનું ભારે પડી ગયું

#mumbai #mumbainews #borivali #watchmen #arrested #gujarati #foe #beating #drunkard #drunk #guajratimidday #middaynews #newsupdate #latestnews #beat 

@URL The drunkard fell heavily on the thief

#mumbai #mumbainews #borivali #watchmen #arrested #gujarati #foe #beating #drunkard #drunk #guajratimiday #middaynews #beat

@Url",NOT
