tweet_id,created_at,text,user_screen_name,label,translated,combined
guj102,2023-05-20 14:46:35+00:00,"@username ચોર ના ભાઇ ઘંટી ચોર ,કાળુંધન બધું સોનામાં છે.",mineshp26682481,HOF,"The @username thief's brother bell thief, black is everything in gold.","@username ચોર ના ભાઇ ઘંટી ચોર ,કાળુંધન બધું સોનામાં છે. The @username thief's brother bell thief, black is everything in gold."
guj103,2023-05-25 08:53:43+00:00,@username અરે ભાઈ જબ રાષ્ટ્પતિ કો bjp ને ઘોષિત કિયા તબ તુમ લોગો ને વિરોધ કિયા થા ઔર આજ તુમ એક દમ સે બોલી કહા સે બદલી ગઈ ઓર પહેલે કો જો ઇતિહાસ દેખો બાદ મે બકવાસ કરિયો ભાઈ,PatelRameshbha8,NOT,@username Hey Bhai Jab Rashtri Ko BJP declared Kia Tum Logo and protests Kia Tha Aur Aaj Tum Ek Dum Se Boli Kaha Se Se Koi Koi If I see history.,@username અરે ભાઈ જબ રાષ્ટ્પતિ કો bjp ને ઘોષિત કિયા તબ તુમ લોગો ને વિરોધ કિયા થા ઔર આજ તુમ એક દમ સે બોલી કહા સે બદલી ગઈ ઓર પહેલે કો જો ઇતિહાસ દેખો બાદ મે બકવાસ કરિયો ભાઈ @username Hey Bhai Jab Rashtri Ko BJP declared Kia Tum Logo and protests Kia Tha Aur Aaj Tum Ek Dum Se Boli Kaha Se Se Koi Koi If I see history.
guj104,2023-05-20 10:00:01+00:00,"કારમાંથી મ્યુઝિક સિસ્ટમ તફડાવતો ચોર પકડાયો

#gujaratimidday #mumbai #mumbainews #navimumbai #thief #stole #musicsystem #car #caught #newsupdate #latestnews #robbery #theft #music #system #middaynews 

@url",middaygujarati,NOT,"The music system from the car caught the thief

#gujaratimidday #mumbai #mumbainews #navimumbai #thief

@url","કારમાંથી મ્યુઝિક સિસ્ટમ તફડાવતો ચોર પકડાયો

#gujaratimidday #mumbai #mumbainews #navimumbai #thief #stole #musicsystem #car #caught #newsupdate #latestnews #robbery #theft #music #system #middaynews 

@url The music system from the car caught the thief

#gujaratimidday #mumbai #mumbainews #navimumbai #thief

@url"
guj105,2023-05-19 06:16:15+00:00,@username આ પરિસ્થિતિ ની મજા ત્યારે જ આવે કે બેવકૂફ બનાવવા વાળા એવું સમજે કે બનવા વાળા ને કઈ ખબર નથી પડતી,ssuunn1974,NOT,@username only the fun of this situation is that the foolishness does not know that the person who does not know what to do is.,@username આ પરિસ્થિતિ ની મજા ત્યારે જ આવે કે બેવકૂફ બનાવવા વાળા એવું સમજે કે બનવા વાળા ને કઈ ખબર નથી પડતી @username only the fun of this situation is that the foolishness does not know that the person who does not know what to do is.
guj106,2023-05-27 16:07:41+00:00,બાગાભાઈ તું ગુજરાતના દરેક લોકો ને પાગલ મૂર્ખ નહીં સમજતો.. હો ભાઈ @url,md_bauddh,NOT,Bagabhai you will not understand all the people of Gujarat crazy .. Ho brother @url,બાગાભાઈ તું ગુજરાતના દરેક લોકો ને પાગલ મૂર્ખ નહીં સમજતો.. હો ભાઈ @url Bagabhai you will not understand all the people of Gujarat crazy .. Ho brother @url
guj107,2023-05-22 20:10:02+00:00,@username @username મસ્જિદો માં મહિલા પ્રવેશ પર પ્રતિબંધ વિશે શું કેહવુ છે તારું લખોટા??,Black_Jack_RP,HOF,@username @username What is your Lakhota about the ban on women's entry into mosques ??,@username @username મસ્જિદો માં મહિલા પ્રવેશ પર પ્રતિબંધ વિશે શું કેહવુ છે તારું લખોટા?? @username @username What is your Lakhota about the ban on women's entry into mosques ??
guj108,2023-05-21 11:53:46+00:00,"@username બંને ઉન્માર્ગી છે.. એક ચોર, તો બીજો ધંટીચોર છે..",kalptaru192653,HOF,"@username is both elegant .. one thief, the other is tangible ..","@username બંને ઉન્માર્ગી છે.. એક ચોર, તો બીજો ધંટીચોર છે.. @username is both elegant .. one thief, the other is tangible .."
guj109,2023-05-19 11:40:58+00:00,@username @username સાચું પ્રજા મૂર્ખ જ છે....,Digvijayjadav,NOT,@username @username true people are foolish ....,@username @username સાચું પ્રજા મૂર્ખ જ છે.... @username @username true people are foolish ....
guj110,2023-03-25 20:06:46+00:00,@username પણ એ ચોર ને ચોર કહેનાર પોતેજ ઠગ હોય તો....  ઠગ ના ચેલા ઓ  ટ્વીટર પર આયી ને વ્યંગ કરવા નો નાકામ પ્રયાસ કરતા હોય છે.... બાળકો.... આવા લોકો ની વાત નજઅંદાજ કરવી...,Akashpa09900811,NOT,"@username, even if the thief calls the thief himself .... The thugs are trying to satire Ayi on Twitter .... Kids .... to make such people talk ...","@username પણ એ ચોર ને ચોર કહેનાર પોતેજ ઠગ હોય તો....  ઠગ ના ચેલા ઓ  ટ્વીટર પર આયી ને વ્યંગ કરવા નો નાકામ પ્રયાસ કરતા હોય છે.... બાળકો.... આવા લોકો ની વાત નજઅંદાજ કરવી... @username, even if the thief calls the thief himself .... The thugs are trying to satire Ayi on Twitter .... Kids .... to make such people talk ..."
guj111,2023-05-20 12:20:44+00:00,"અર્થ: - (મનુષ્ય ધારે તો) મગરના મુખની દાઢોમાંથી મનિ બળપૂર્વક ખેંચી કાઢી શકે, ઊછળતાં મોજાની હારોથી ભરપૂર દરિયાને તરી શકે, ફુંફાડા મારતા (ગુસ્સે થયેલા) સાપને પણ ફૂલની (માળાની)‌ માફક મસ્તક પર ધારણ કરી શકે, પરંતુ હઠે ચઢેલા મૂર્ખ માણસના મનને પ્રસન્ન કરી શકે નહિ. (૪)",nirmalpathak,NOT,"Meaning: - (if humans assume) can force money from the beard of crocodile, swim the bouncing sea, swimmer (angry) snake, even on the head of the flower (nest), but the foolish man.Can't please the mind.(2)","અર્થ: - (મનુષ્ય ધારે તો) મગરના મુખની દાઢોમાંથી મનિ બળપૂર્વક ખેંચી કાઢી શકે, ઊછળતાં મોજાની હારોથી ભરપૂર દરિયાને તરી શકે, ફુંફાડા મારતા (ગુસ્સે થયેલા) સાપને પણ ફૂલની (માળાની)‌ માફક મસ્તક પર ધારણ કરી શકે, પરંતુ હઠે ચઢેલા મૂર્ખ માણસના મનને પ્રસન્ન કરી શકે નહિ. (૪) Meaning: - (if humans assume) can force money from the beard of crocodile, swim the bouncing sea, swimmer (angry) snake, even on the head of the flower (nest), but the foolish man.Can't please the mind.(2)"
guj112,2023-05-27 15:22:09+00:00,"ધીરેન્દ્ર એ ગુજરાતની પ્રજાને પાગલ કીધી તોય એમને તાળીઓ પાડી આ મૂર્ખ પ્રજા એ. તો મેં અખંડ નંગ કીધું. એમાં હવે સામેથી હાજરી પુરાવવા આવે છે કે હા, તમે જે અખંડ નંગ કીધું એ અમે જ.  1 @url",Bharatiya_1516,HOF,"Direndra made the people of Gujarat mad, and locked them.So I said intact.It is now coming from the front to attend, yes, we are the unbroken nos.1 @url","ધીરેન્દ્ર એ ગુજરાતની પ્રજાને પાગલ કીધી તોય એમને તાળીઓ પાડી આ મૂર્ખ પ્રજા એ. તો મેં અખંડ નંગ કીધું. એમાં હવે સામેથી હાજરી પુરાવવા આવે છે કે હા, તમે જે અખંડ નંગ કીધું એ અમે જ.  1 @url Direndra made the people of Gujarat mad, and locked them.So I said intact.It is now coming from the front to attend, yes, we are the unbroken nos.1 @url"
guj113,2023-05-26 17:30:00+00:00,"પારકી પંચાત : જાણો ક્યાં શું રંધાઈ રહ્યું છે, પાટીલે કેટલાયના ધબકારા વધાર્યા!; ચિંતન શિબિરમાં રાઘવજી બગડ્યા!; નવા નિશાળિયા અધિકારીઓના કારણે ધારાસભ્યોને કનડગત!  
@url
Download DivyaBhaskar App : @url   
#Gujarat | #ParkiPanchat  | #CRPatil @url",Divya_Bhaskar,NOT,"Parki Panchayat: Learn what is going on, Patil raised some beats!Raghavji deteriorated in the contemplation camp!;Legislators harassment due to new nuclear officers!
@url
Download Divyabhaskar App: @url
#Gujarat |#Parkipanchat |#Crpatil @url","પારકી પંચાત : જાણો ક્યાં શું રંધાઈ રહ્યું છે, પાટીલે કેટલાયના ધબકારા વધાર્યા!; ચિંતન શિબિરમાં રાઘવજી બગડ્યા!; નવા નિશાળિયા અધિકારીઓના કારણે ધારાસભ્યોને કનડગત!  
@url
Download DivyaBhaskar App : @url   
#Gujarat | #ParkiPanchat  | #CRPatil @url Parki Panchayat: Learn what is going on, Patil raised some beats!Raghavji deteriorated in the contemplation camp!;Legislators harassment due to new nuclear officers!
@url
Download Divyabhaskar App: @url
#Gujarat |#Parkipanchat |#Crpatil @url"
guj114,2023-05-27 14:45:02+00:00,"આ માણસ પ્રગટે છે અમને તેના જેવા વધુ નેતાઓની જરૂર છે.  સીધી બાત, ના બકવાસ!  તમારા માટે વધુ શક્તિ સાહેબ!
 #HimantaInAapKiAdalat",Lv639154Verma,NOT,"This man manifests we need more leaders like that.Directly, no nonsense!More power for you sir!
 #Himantainaapkiadalat","આ માણસ પ્રગટે છે અમને તેના જેવા વધુ નેતાઓની જરૂર છે.  સીધી બાત, ના બકવાસ!  તમારા માટે વધુ શક્તિ સાહેબ!
 #HimantaInAapKiAdalat This man manifests we need more leaders like that.Directly, no nonsense!More power for you sir!
 #Himantainaapkiadalat"
guj115,2023-05-28 03:25:48+00:00,"@username @username ઘનચક્કર કે મન કી બકવાસ. 
દિમાગ ઉપર અઠોડા.",CareMyIndia,HOF,"@username @username solid or mind.
At the end of the mind.","@username @username ઘનચક્કર કે મન કી બકવાસ. 
દિમાગ ઉપર અઠોડા. @username @username solid or mind.
At the end of the mind."
guj116,2023-05-19 07:25:44+00:00,@username @username @username @username @username મૂર્ખ ને કે બિલ્કિસના રેપિસ્ટ ને છોડી દેવાશે તો ચાલશે ????,Bharatiya_1516,NOT,@username @username @username @username @username fools or bilkis reps will be left ????,@username @username @username @username @username મૂર્ખ ને કે બિલ્કિસના રેપિસ્ટ ને છોડી દેવાશે તો ચાલશે ???? @username @username @username @username @username fools or bilkis reps will be left ????
guj117,2023-05-27 04:07:05+00:00,"@username તમારે શંકરાચાર્ય વિશે પણ કંઈક બોલવું જોઈએ એમણે પણ ધિરેન્દર પર સવાલો કર્યા છે.
દેશમાં લાખો કથાકારો છે.
આ લુખ્ખો જે મંચ પરથી મનફાવે એમ બોલે છે એના વિરોધથી કોઈ હિન્દુ વિરોધી કઈ રીતે થઈ જાય છે???
જો છોકરાં બગડે તો માં બાપ પાડોશી ને એમ ના કહે કે એને કંઈ ના કેજો.
પેલા ઘરનાને ઠપકો આપે.",AK_Ahir123,HOF,"@username you should also say something about Shankaracharya and have also questioned Dhirender.
There are millions of narrators in the country.
How does any anti -Hindu anti -Hindu protest against the platform that speaks like this forum ???
If the boys are spoiled, the father does not say to the neighbor that he does not say anything.
He reprimands the household.","@username તમારે શંકરાચાર્ય વિશે પણ કંઈક બોલવું જોઈએ એમણે પણ ધિરેન્દર પર સવાલો કર્યા છે.
દેશમાં લાખો કથાકારો છે.
આ લુખ્ખો જે મંચ પરથી મનફાવે એમ બોલે છે એના વિરોધથી કોઈ હિન્દુ વિરોધી કઈ રીતે થઈ જાય છે???
જો છોકરાં બગડે તો માં બાપ પાડોશી ને એમ ના કહે કે એને કંઈ ના કેજો.
પેલા ઘરનાને ઠપકો આપે. @username you should also say something about Shankaracharya and have also questioned Dhirender.
There are millions of narrators in the country.
How does any anti -Hindu anti -Hindu protest against the platform that speaks like this forum ???
If the boys are spoiled, the father does not say to the neighbor that he does not say anything.
He reprimands the household."
guj118,2023-05-19 09:47:06+00:00,"આ હજું કોના બાપ નાં ટ્રક પકડાય છે.
ને નવરી બજારુ ને દિલ્હી નો વહિવટ કરવો છે. @url",Veena_Rajput_,HOF,"Whose father's truck is still caught.
Navari Bazaru wants to administer Delhi.@url","આ હજું કોના બાપ નાં ટ્રક પકડાય છે.
ને નવરી બજારુ ને દિલ્હી નો વહિવટ કરવો છે. @url Whose father's truck is still caught.
Navari Bazaru wants to administer Delhi.@url"
guj119,2023-05-27 06:29:21+00:00,"સ્માર્ટ સિટી વડોદરાનું પાલિકાની ઓનલાઇન વ્યવસ્થાનો હાસ્યાસ્પદ નમુનો, ફરિયાદ ગમે તેટલી વખત કરો જવાબ એક જ મળશે (VIDEO)

પાલિકાની ઓનલાઇન કાર્યરત ટીમને ગ્રીવન્સ મેનેજમેન્ટના વધુ અભ્યાસની જરૂર છે, અથવા તો પાલિકાને અનુભવી ટીમની જરૂર છે

કોમેન્ટમાં જણાવો તમારો અનુભવ કેવો રહ્યો છે… @url @url",iamVadodara,NOT,"Smart City Vadodara's ridiculous sample of the municipality's online system, complain about the answer as many times (Video)

The municipality's online working team requires further study of Greaves Management, or the municipality needs an experienced team.

Tell us how your experience has been… @url @url","સ્માર્ટ સિટી વડોદરાનું પાલિકાની ઓનલાઇન વ્યવસ્થાનો હાસ્યાસ્પદ નમુનો, ફરિયાદ ગમે તેટલી વખત કરો જવાબ એક જ મળશે (VIDEO)

પાલિકાની ઓનલાઇન કાર્યરત ટીમને ગ્રીવન્સ મેનેજમેન્ટના વધુ અભ્યાસની જરૂર છે, અથવા તો પાલિકાને અનુભવી ટીમની જરૂર છે

કોમેન્ટમાં જણાવો તમારો અનુભવ કેવો રહ્યો છે… @url @url Smart City Vadodara's ridiculous sample of the municipality's online system, complain about the answer as many times (Video)

The municipality's online working team requires further study of Greaves Management, or the municipality needs an experienced team.

Tell us how your experience has been… @url @url"
guj120,2023-03-25 18:49:43+00:00,"@username @username @username ગુજ્જુ લોકોમાં અક્કલ હોત તો આજે વાહિયાત PM ના હોત દેશ માં.

હું અલગ ગુજ્જુ છું, ખુમારી વાળો, ગર્વ છે મોદી ને ધિક્કારુ છું.",SatyaSodh,HOF,"@username @username @username Gujju would have been widespread among the people today would have been absurd in the country.

I am a different goju, gorgeous, proud of Modi, I hate Modi.","@username @username @username ગુજ્જુ લોકોમાં અક્કલ હોત તો આજે વાહિયાત PM ના હોત દેશ માં.

હું અલગ ગુજ્જુ છું, ખુમારી વાળો, ગર્વ છે મોદી ને ધિક્કારુ છું. @username @username @username Gujju would have been widespread among the people today would have been absurd in the country.

I am a different goju, gorgeous, proud of Modi, I hate Modi."
guj121,2023-05-28 02:53:57+00:00,ટોટી ચોર હરામખોર @url,DhairyaMakwana7,HOF,Cock thief harassed @url,ટોટી ચોર હરામખોર @url Cock thief harassed @url
guj122,2023-05-23 13:03:44+00:00,"મકરપુરા GIDCમાં ભર બપોરે ત્રાટક્યા ચોર, કંપનીમાંથી થઇ લોખંડના પાઈપની ચોરી

#Gujarat #News18GujaratiNo1 #Vadodara @url",News18Guj,NOT,"Thieves struck in Makarpura GIDC, theft of iron pipes from the company

#Gujarat #News18Gujaratino1 #vadodara @url","મકરપુરા GIDCમાં ભર બપોરે ત્રાટક્યા ચોર, કંપનીમાંથી થઇ લોખંડના પાઈપની ચોરી

#Gujarat #News18GujaratiNo1 #Vadodara @url Thieves struck in Makarpura GIDC, theft of iron pipes from the company

#Gujarat #News18Gujaratino1 #vadodara @url"
guj123,2023-05-20 03:00:50+00:00,"@username @username @username યહ હબી ક્યા હોતા હૈ?
હની  એટલે મધ
બી એટલે મધમાખી 
અને 
હબી એટલે ભમરો????
🤣🤣🤣🙏🤣🤣🤣",ahpjpatel,NOT,"@username @username @username where is it?
Honey means honey
B means bee
And
Hubby means beetle ????
🤣🤣🤣🙏🤣🤣🤣","@username @username @username યહ હબી ક્યા હોતા હૈ?
હની  એટલે મધ
બી એટલે મધમાખી 
અને 
હબી એટલે ભમરો????
🤣🤣🤣🙏🤣🤣🤣 @username @username @username where is it?
Honey means honey
B means bee
And
Hubby means beetle ????
🤣🤣🤣🙏🤣🤣🤣"
guj124,2023-05-20 05:25:00+00:00,"@username @username હા.... હો.. છોકરા ઓ ને તમે ગધેડા તો
બનાવી દીધા
બિચારી ગાયો તો રોડ રસ્તા ઓ પર એક્સીડેન્ટ નુ કારણ બને એ નુ શું....",dharaviya_77135,NOT,"@username @username Yes ...
Made
If the poor cows, what is the reason why the accident on the road is ...","@username @username હા.... હો.. છોકરા ઓ ને તમે ગધેડા તો
બનાવી દીધા
બિચારી ગાયો તો રોડ રસ્તા ઓ પર એક્સીડેન્ટ નુ કારણ બને એ નુ શું.... @username @username Yes ...
Made
If the poor cows, what is the reason why the accident on the road is ..."
guj125,2023-05-20 04:43:34+00:00,@username અલા ગોપાલીયા પાછો ઔકાત ની બહાર ભસીઓ... ચડ્ડી માં રે ...પહેલા એકાદ ચૂંટણી તો જીતી બતાવ..ખોટી ડંફાશો મારે છે...ચોર,goldy_shroff,HOF,@username Ala Gopalia wanders back outside of Akat ... Ray in Tshadi ... first won a single election.,@username અલા ગોપાલીયા પાછો ઔકાત ની બહાર ભસીઓ... ચડ્ડી માં રે ...પહેલા એકાદ ચૂંટણી તો જીતી બતાવ..ખોટી ડંફાશો મારે છે...ચોર @username Ala Gopalia wanders back outside of Akat ... Ray in Tshadi ... first won a single election.
guj126,2023-05-27 06:41:59+00:00,"@username @username ભાઈ ગધેડાં ને ગધેડા કીધા એમાં લાગણી નિ વાત ક્યાં આવિ આખી દુનિયા ગુજરાતી ગાંડા હોયે છે એમ જ ઓલખે છે
સલમાન ખાને કીધું કે ગુજરાતી ગાંડો થઈ ગ્યો તો કરોડો નિ ટિકિટ લીધી ને હજુ ગરબા રમે ગધેડાં નાં ગાના ઉપ્પર. પાગલ,ગધેડાં, ગાંડા બધા નો મતલબ એકજ કહેવાય.
આ બાવો તો મોઢા માથે કીધું ને",KajiNarendra,HOF,"@username @username brother donkeys and donkeys are the same as the whole world is Gujarati mad.
Salman Khan said that if Gujarati was crazy, he took crores of tickets and still playing Garba's donkeys.Mad, donkeys, mads are all called one.
This left is on the mouth","@username @username ભાઈ ગધેડાં ને ગધેડા કીધા એમાં લાગણી નિ વાત ક્યાં આવિ આખી દુનિયા ગુજરાતી ગાંડા હોયે છે એમ જ ઓલખે છે
સલમાન ખાને કીધું કે ગુજરાતી ગાંડો થઈ ગ્યો તો કરોડો નિ ટિકિટ લીધી ને હજુ ગરબા રમે ગધેડાં નાં ગાના ઉપ્પર. પાગલ,ગધેડાં, ગાંડા બધા નો મતલબ એકજ કહેવાય.
આ બાવો તો મોઢા માથે કીધું ને @username @username brother donkeys and donkeys are the same as the whole world is Gujarati mad.
Salman Khan said that if Gujarati was crazy, he took crores of tickets and still playing Garba's donkeys.Mad, donkeys, mads are all called one.
This left is on the mouth"
guj127,2023-03-25 20:16:27+00:00,@username આ લોકો માટે નવા નવા લોલીપોપ બનતા જ રેતા હોય છે 5 કિલો ફ્રી હરામ નું અનાજ ખાઈ ને અખંડ ભારત બનાવવા નું છે 🤣🙏,n3679988,NOT,@username is a new lollipop for these people who have to eat 5 kg free haram grain and make it intact India.,@username આ લોકો માટે નવા નવા લોલીપોપ બનતા જ રેતા હોય છે 5 કિલો ફ્રી હરામ નું અનાજ ખાઈ ને અખંડ ભારત બનાવવા નું છે 🤣🙏 @username is a new lollipop for these people who have to eat 5 kg free haram grain and make it intact India.
guj128,2023-05-25 04:24:14+00:00,"ખુલ્લું ઘર નિશાન બનાવતો તસ્કર ઝબ્બે !મોરબી ક્રાઇમ બ્રાન્ચે 2 ચોર ઝડપાયા
 @url",MorbiUpdate,NOT,"Open home -targeted smuggling zabbe! Morbi Crime Branch 2 thieves
 @url","ખુલ્લું ઘર નિશાન બનાવતો તસ્કર ઝબ્બે !મોરબી ક્રાઇમ બ્રાન્ચે 2 ચોર ઝડપાયા
 @url Open home -targeted smuggling zabbe! Morbi Crime Branch 2 thieves
 @url"
guj129,2023-03-25 19:58:15+00:00,શિન્ઝો આબે મૂર્ખ છે,akaruisekai_100,HOF,Shinzo Abe is stupid,શિન્ઝો આબે મૂર્ખ છે Shinzo Abe is stupid
guj130,2023-05-27 06:33:15+00:00,@username @username આવા ને દલાલ કહેવાય સત્તા નાં ચતુકરો,DhavalP67910501,HOF,@username @username such as a broker,@username @username આવા ને દલાલ કહેવાય સત્તા નાં ચતુકરો @username @username such as a broker
guj131,2023-05-27 15:38:20+00:00,"@username મન કી બાત સંભાળી લેવાય એક વાર, બસ તું નવરી ક્યાં થાસ આવી ચમચા ગિરિ કરવામાંથી તો ખબર હોય ને. ખરેખર મંદબુદ્ધિ તારા જેવા છે દુનિયા માં એટલે આ પપ્પુ નું હાલે છે. @url",ShyamKamdar,NOT,"@username Man Ki Baat Once, once, you know where you need to have such a spoon.Really retarded is like you in the world, so this is the dad.@url","@username મન કી બાત સંભાળી લેવાય એક વાર, બસ તું નવરી ક્યાં થાસ આવી ચમચા ગિરિ કરવામાંથી તો ખબર હોય ને. ખરેખર મંદબુદ્ધિ તારા જેવા છે દુનિયા માં એટલે આ પપ્પુ નું હાલે છે. @url @username Man Ki Baat Once, once, you know where you need to have such a spoon.Really retarded is like you in the world, so this is the dad.@url"
guj132,2023-05-26 18:44:22+00:00,@username @username PM મોદીજીએ તો 8 જ વર્ષમાં દેશની હાલત ખરાબ કરી. નવા નવા ટેકસ નાખી જનતાને લૂંટે રાખે છે. જે જનતાને લૂંટે તે ચોર કહેવાય.,DasManan1,HOF,@username @username PM Modiji worsened the country in 8 years.The new taxes are looted by the public.The people who rob the people are called a thief.,@username @username PM મોદીજીએ તો 8 જ વર્ષમાં દેશની હાલત ખરાબ કરી. નવા નવા ટેકસ નાખી જનતાને લૂંટે રાખે છે. જે જનતાને લૂંટે તે ચોર કહેવાય. @username @username PM Modiji worsened the country in 8 years.The new taxes are looted by the public.The people who rob the people are called a thief.
guj133,2023-05-19 15:46:33+00:00,@username @username સરકાર નવરી ધૂપ છે અને લોકોની પત્તર ઠોકે છે,krishsnehal001,HOF,@username @username Government is Navari incense and people's stones are stumbled,@username @username સરકાર નવરી ધૂપ છે અને લોકોની પત્તર ઠોકે છે @username @username Government is Navari incense and people's stones are stumbled
guj134,2023-03-25 16:40:49+00:00,"@username શિક્ષક :- બાળકો 2023 માં નવું શું શીખ્યા?

વિદ્યાર્થીઓ:- એક ચોર ને ચોર કહો તો બીજો ચોર માનહાનિ નો દાવો માંડી શકે ....
🤣🤣💯👆",BharatP39350663,NOT,"@username Teacher:- What did children learn new in 2023?

Students:- If one thief calls a thief, another thief can claim defamation ...
🤣🤣💯👆","@username શિક્ષક :- બાળકો 2023 માં નવું શું શીખ્યા?

વિદ્યાર્થીઓ:- એક ચોર ને ચોર કહો તો બીજો ચોર માનહાનિ નો દાવો માંડી શકે ....
🤣🤣💯👆 @username Teacher:- What did children learn new in 2023?

Students:- If one thief calls a thief, another thief can claim defamation ...
🤣🤣💯👆"
guj135,2023-05-24 04:24:56+00:00,@username મને શું કામ બ્લોક કર્યો આ લખોટા ને તો હું પહેલી વાર જોવ છું 🤔🤔🤔,UPSCKathiyawadi,HOF,@username what worked me work this Lakhota I am watching for the first time.,@username મને શું કામ બ્લોક કર્યો આ લખોટા ને તો હું પહેલી વાર જોવ છું 🤔🤔🤔 @username what worked me work this Lakhota I am watching for the first time.
guj136,2023-03-25 09:26:45+00:00,"@username @username કંઈ ભૂલ? ચોર ને ચોર કીધા એ ભૂલ? વાહહ.
નામ લઇ ને કીધું તું કે લલિત મોદી, નીરવ મોદી, નરેન્દ્ર મોદી.
હવે બધા મોદી જ હતા એમાં કોઈ જ શુ કરે? કદાચ પૂર્ણશ મોદી ને એનું નામ ના લીધું એનું ખોટું લાગ્યું.
બાકી બધા જાણે જ છે કે રાહુલ ગાંધી નો કહેવાનો ઉદ્દેશ બીજો જ હતો.
પણ આતો ડર સાહેબ નો ડર",Mayur23_Oxygen,NOT,"@username @username Any mistake?Is a thief and a thief a mistake?Wow.
Taking the name, you have said that Lalit Modi, Nirav Modi, Narendra Modi.
What does anyone do that now was Modi?Perhaps Modi did not name his name.
Everyone else knows that the purpose of Rahul Gandhi was another.
But the fear of this fear sir","@username @username કંઈ ભૂલ? ચોર ને ચોર કીધા એ ભૂલ? વાહહ.
નામ લઇ ને કીધું તું કે લલિત મોદી, નીરવ મોદી, નરેન્દ્ર મોદી.
હવે બધા મોદી જ હતા એમાં કોઈ જ શુ કરે? કદાચ પૂર્ણશ મોદી ને એનું નામ ના લીધું એનું ખોટું લાગ્યું.
બાકી બધા જાણે જ છે કે રાહુલ ગાંધી નો કહેવાનો ઉદ્દેશ બીજો જ હતો.
પણ આતો ડર સાહેબ નો ડર @username @username Any mistake?Is a thief and a thief a mistake?Wow.
Taking the name, you have said that Lalit Modi, Nirav Modi, Narendra Modi.
What does anyone do that now was Modi?Perhaps Modi did not name his name.
Everyone else knows that the purpose of Rahul Gandhi was another.
But the fear of this fear sir"
guj137,2023-05-22 04:18:52+00:00,@username @username એમનો ધંધો જ છે... ન કરવાની પંચાત જ કરવી,warrior_yash,HOF,@username @username is their business ...,@username @username એમનો ધંધો જ છે... ન કરવાની પંચાત જ કરવી @username @username is their business ...
guj138,2023-05-19 17:47:48+00:00,@username નોટબંધીનો નિર્ણય જ સાવ બકવાસ હતો. હવે ધીરે ધીરે ભૂલ સમજાઈ.,DPPATEL10098865,NOT,The decision to @username the notation was a bit nonsense.Now slowly explained the mistake.,@username નોટબંધીનો નિર્ણય જ સાવ બકવાસ હતો. હવે ધીરે ધીરે ભૂલ સમજાઈ. The decision to @username the notation was a bit nonsense.Now slowly explained the mistake.
guj139,2023-05-19 19:53:08+00:00,"@username આ ક્લાસ ૩ ની પરીક્ષા ના નિયમ જોઈ ને નાયક ફિલ્મ નો એક ડાયલોગ યાદ આવે છે 
😡😡સબ કે સબ ચોર હે સાલે 😡😡",sureshn25559831,HOF,"@username remembers a dialogue of the protagonist film by watching the rule of this Class 2 exam
ASB or Sub Thief Hey","@username આ ક્લાસ ૩ ની પરીક્ષા ના નિયમ જોઈ ને નાયક ફિલ્મ નો એક ડાયલોગ યાદ આવે છે 
😡😡સબ કે સબ ચોર હે સાલે 😡😡 @username remembers a dialogue of the protagonist film by watching the rule of this Class 2 exam
ASB or Sub Thief Hey"
guj140,2023-05-26 14:01:07+00:00,આજ રોજ મારા કાર્યાલય ખાતે તળાજા તાલુકાના સરતાનપર બંદર ગામનાં લોકોના પ્રશ્નો /રજૂઆત સાંભળી અને ઝડપથી નિરાકરણ લાવવા માટે ખાત્રી આપી! @url,Gautambhaibjp,NOT,At my office this day listened to the questions /presentations of the people of the port of Sartanapar in Talaja taluka and assured to get resolved quickly!@url,આજ રોજ મારા કાર્યાલય ખાતે તળાજા તાલુકાના સરતાનપર બંદર ગામનાં લોકોના પ્રશ્નો /રજૂઆત સાંભળી અને ઝડપથી નિરાકરણ લાવવા માટે ખાત્રી આપી! @url At my office this day listened to the questions /presentations of the people of the port of Sartanapar in Talaja taluka and assured to get resolved quickly!@url
guj141,2023-05-27 11:08:15+00:00,@username વાહિયાત વિવાદ છે...અને મિડિયા તેમાં હવા ભરવાનું કામ કરે છે...,JaydeepsinhJv,NOT,@username is a absurd dispute ... and the media works to fill it in ...,@username વાહિયાત વિવાદ છે...અને મિડિયા તેમાં હવા ભરવાનું કામ કરે છે... @username is a absurd dispute ... and the media works to fill it in ...
guj142,2023-05-21 10:11:58+00:00,"રાજકોટ: પોલીસ કસ્ટડીમાંથી ચોર ફરાર, પાઈપથી નીચે ઉતરી આરોપી ભાગી જતા દોડધામ 

#Gujarat #news18gujaratino1 #Rajkot @url",News18Guj,NOT,"Rajkot: A thief absconding from police custody, the accused ran away from the pipe

#Gujarat #News18Gujaratino1 #rajkot @url","રાજકોટ: પોલીસ કસ્ટડીમાંથી ચોર ફરાર, પાઈપથી નીચે ઉતરી આરોપી ભાગી જતા દોડધામ 

#Gujarat #news18gujaratino1 #Rajkot @url Rajkot: A thief absconding from police custody, the accused ran away from the pipe

#Gujarat #News18Gujaratino1 #rajkot @url"
