post_id,text,translated,combined,predicted_label
task1a_test_1189,රැකියාවක් කරන්න නැතුව ගෙදර ඉන්නවා වගේ තවත් අමාරු රැකියාවක් නැ 󾰕,"No more difficult job like being home without work,","රැකියාවක් කරන්න නැතුව ගෙදර ඉන්නවා වගේ තවත් අමාරු රැකියාවක් නැ 󾰕 No more difficult job like being home without work,",NOT
task1a_test_1190,@USER පොහොට්ටුවේ උන්ගේ සැබෑ ස්වරූපය තමයි ඕක. අමු තිරිසන්නු,@User Povet is the true nature of their people.Rain beasts,@USER පොහොට්ටුවේ උන්ගේ සැබෑ ස්වරූපය තමයි ඕක. අමු තිරිසන්නු @User Povet is the true nature of their people.Rain beasts,HOF
task1a_test_1191,@USER @USER  අනේ හුකේ නන්නානේ කියන්නෙ එපැයි.. යකෝ ඔපෙර style එකෙන් කරන්න ඕනෙ සින්දු තියෙනව.. ඒත් දන්නෝ බුදුන්ගේ කරල කිව්වාම හරිද බං..,@Ser @user @ser ..,@USER @USER  අනේ හුකේ නන්නානේ කියන්නෙ එපැයි.. යකෝ ඔපෙර style එකෙන් කරන්න ඕනෙ සින්දු තියෙනව.. ඒත් දන්නෝ බුදුන්ගේ කරල කිව්වාම හරිද බං.. @Ser @user @ser ..,HOF
task1a_test_1192,ආජු තපර ලාහිලා  බීජු තපර ලාහිලා  ආජු තපර බීජු තපර  බිජ්ජ කාපි මාපිලා..!,An Adoju Ramilla Adjuni was painful of band-lezer adjus.,ආජු තපර ලාහිලා  බීජු තපර ලාහිලා  ආජු තපර බීජු තපර  බිජ්ජ කාපි මාපිලා..! An Adoju Ramilla Adjuni was painful of band-lezer adjus.,HOF
task1a_test_1193,තනිකඩ බෝයි ඇවිත් බැල්ලි සීන් එකක් ගැන අහනවා,Single Boy come and ask a bitch surney,තනිකඩ බෝයි ඇවිත් බැල්ලි සීන් එකක් ගැන අහනවා Single Boy come and ask a bitch surney,NOT
task1a_test_1194,@USER මම මගෙ වැදගත්කම බලාගන්නම්. මට උබ වගෙ පොන්න හුත්තිගෙ පුතාලව කොහොමත් දිරවන්නෙ නෑ. මේවා උබගෙ අම්මගෙයි තාත්තගෙයි වැරදි වගේම හරි හමන් යාළුවො නැතිකම.   දැන් මෙතන පුක නොදී ආ ආතක් බලාගෙන චුත වෙයන්.,"@User I'll take care of my importance.I don't digest the Pottigie Pathan of Poun Huthwatta.These are wrong with my parents, and lack of hammers.Now it is click and watched back here.","@USER මම මගෙ වැදගත්කම බලාගන්නම්. මට උබ වගෙ පොන්න හුත්තිගෙ පුතාලව කොහොමත් දිරවන්නෙ නෑ. මේවා උබගෙ අම්මගෙයි තාත්තගෙයි වැරදි වගේම හරි හමන් යාළුවො නැතිකම.   දැන් මෙතන පුක නොදී ආ ආතක් බලාගෙන චුත වෙයන්. @User I'll take care of my importance.I don't digest the Pottigie Pathan of Poun Huthwatta.These are wrong with my parents, and lack of hammers.Now it is click and watched back here.",HOF
task1a_test_1195,අය්යගෙ පොඩිම කොල්ල මං ඈතිං එද්දි. හම්මට යකෝ මෙන්න මාම..ගාගෙන හිනාවෙවී දුවං ආව..  ඌ ඉතිං වැරදි දෙක්කට බැනුං ඇහුව ඊටපස්සෙ..,"When I lounge the application of the application.Skim here is, I'm laughing and laughing.","අය්යගෙ පොඩිම කොල්ල මං ඈතිං එද්දි. හම්මට යකෝ මෙන්න මාම..ගාගෙන හිනාවෙවී දුවං ආව..  ඌ ඉතිං වැරදි දෙක්කට බැනුං ඇහුව ඊටපස්සෙ.. When I lounge the application of the application.Skim here is, I'm laughing and laughing.",NOT
task1a_test_1196,පුල්ලි ගොනා ගෙට පැනලා කඹේ කඩාගෙන  ගෙදර උන්දැ කොණ්ඩෙ බඳින හවරිය කාලා • NaVe∃n MaYanThA @USER  · 26 Jun 2019 මේ සින්දුව දන්න එකෙක් කියහන්,"Karraya calendar kircothy kircothy, kicking home cabine, catering the rope of the rope.","පුල්ලි ගොනා ගෙට පැනලා කඹේ කඩාගෙන  ගෙදර උන්දැ කොණ්ඩෙ බඳින හවරිය කාලා • NaVe∃n MaYanThA @USER  · 26 Jun 2019 මේ සින්දුව දන්න එකෙක් කියහන් Karraya calendar kircothy kircothy, kicking home cabine, catering the rope of the rope.",NOT
task1a_test_1197,@USER උඹව මැරුවම අපි ආතල් ගන්නේ කාගෙන්ද යකෝ..,@Ser killing you from whom we need to do.,@USER උඹව මැරුවම අපි ආතල් ගන්නේ කාගෙන්ද යකෝ.. @Ser killing you from whom we need to do.,NOT
task1a_test_1198,"@USER  @USER තෝ වගේ කොල්ලෝ ගහන, එකෙක්ට පුකේ අමාරුවක් තිබ්බේ නැත්තම් තමා පුදුමේ...තො මුලින් ගිහින් තොගේ ජංගියේ මල් ටික ගනන් කරලා වරේන්","If she had a kitchen, a kin, that one had a kitchen, at the time of @ser @ser @user","@USER  @USER තෝ වගේ කොල්ලෝ ගහන, එකෙක්ට පුකේ අමාරුවක් තිබ්බේ නැත්තම් තමා පුදුමේ...තො මුලින් ගිහින් තොගේ ජංගියේ මල් ටික ගනන් කරලා වරේන් If she had a kitchen, a kin, that one had a kitchen, at the time of @ser @ser @user",HOF
task1a_test_1199,@USER  @USER නොදකින් ගල් මුසලයා,Missing of @ser @user,@USER  @USER නොදකින් ගල් මුසලයා Missing of @ser @user,HOF
task1a_test_1200,@USER  @USER කැත කෙල්ලක් එක්ක සෙට් වෙන්න.,@Ser @user ugly with a ugly girl.,@USER  @USER කැත කෙල්ලක් එක්ක සෙට් වෙන්න. @Ser @user ugly with a ugly girl.,NOT
task1a_test_1201,බඩු මිල වැඩි වෙලා කිවුවම වැඩිපුරම සතුටු වෙනවා ඇත්තෙ පරණ කෑල්ල !,The old piece is mostly happy to increase the price of goods!,බඩු මිල වැඩි වෙලා කිවුවම වැඩිපුරම සතුටු වෙනවා ඇත්තෙ පරණ කෑල්ල ! The old piece is mostly happy to increase the price of goods!,NOT
task1a_test_1202,කේන්තියෙන්ම මං ඔයාගේ තාත්තට මෝඩයා කියල බැන්නා. තාත්තට පුදුමයි .. එයා ඇහුව ඔයා කොහොමද මට එහෙම කතා කරේ කියල. මං කේන්තියෙන් පිපිරී පිපිරී තව හයියෙන් කෑගැහුවා. මොඩයා බූරුවා ගොනා පිස්සා.. ඔය වගේ හැම වචනයක්ම. ඔයා හිතන්නේ එයා මොනව කලා කියලද ...,"I was the idiot of your father.Father is amazing, he asked how you were talking to me.I exploded and screaming and shouted.Moda donkey bully piss. Every word like that.You think he did ...","කේන්තියෙන්ම මං ඔයාගේ තාත්තට මෝඩයා කියල බැන්නා. තාත්තට පුදුමයි .. එයා ඇහුව ඔයා කොහොමද මට එහෙම කතා කරේ කියල. මං කේන්තියෙන් පිපිරී පිපිරී තව හයියෙන් කෑගැහුවා. මොඩයා බූරුවා ගොනා පිස්සා.. ඔය වගේ හැම වචනයක්ම. ඔයා හිතන්නේ එයා මොනව කලා කියලද ... I was the idiot of your father.Father is amazing, he asked how you were talking to me.I exploded and screaming and shouted.Moda donkey bully piss. Every word like that.You think he did ...",NOT
task1a_test_1203,@USER වඳ බෙහෙත් වෙන්න ඇති...,@Ser's sterile medicine ...,@USER වඳ බෙහෙත් වෙන්න ඇති... @Ser's sterile medicine ...,NOT
task1a_test_1204,@USER ඔයා මට පිස්සා කියල බනිනවනෙ. #අමිත්බනිනවාSL ඒ නිසා මං අද සද්ද කරන්නෑ.,@User you call me piss.# Amitizes I don't make me sound today.,@USER ඔයා මට පිස්සා කියල බනිනවනෙ. #අමිත්බනිනවාSL ඒ නිසා මං අද සද්ද කරන්නෑ. @User you call me piss.# Amitizes I don't make me sound today.,NOT
task1a_test_1205,@USER දැන් මිනිස්සු නාකි වෙන්නෙත් ආණ්ඩුවේ වරදින් ද,@Ser now people are Nakayaka and the government's mistake,@USER දැන් මිනිස්සු නාකි වෙන්නෙත් ආණ්ඩුවේ වරදින් ද @Ser now people are Nakayaka and the government's mistake,NOT
task1a_test_1206,යලුවෙක් කීවා.. බඩුවක් වත් ගහන්න පුරුදු වෙයන්.. හදිස්සියේ දැන් මාලා ආපයේ ගිහින් කොමද බඩු ගහන්නි ..මෙහේ පුරුද්දු වෙලා එහේ පලයන්..  මේ ජතියේ යලුවන්ට මොනවද කියන්නි අනි මට කොන්ෆුස් වගේ,Yala said.,යලුවෙක් කීවා.. බඩුවක් වත් ගහන්න පුරුදු වෙයන්.. හදිස්සියේ දැන් මාලා ආපයේ ගිහින් කොමද බඩු ගහන්නි ..මෙහේ පුරුද්දු වෙලා එහේ පලයන්..  මේ ජතියේ යලුවන්ට මොනවද කියන්නි අනි මට කොන්ෆුස් වගේ Yala said.,NOT
task1a_test_1207,මේ picketing රෙද්ද නිසා අම්මලා අප්පච්චිලා වගේ ගුරුවරුත් මූසිලයන්ගෙන් මේ වගේ ගොබ්බ කතා අහන ගාණට වැටුණා.  𝙽𝚞𝚠𝚊𝚗 𝙲𝚑𝚊𝚖𝚒𝚔𝚊𝚛𝚊 @USER  · 5 Aug 2021 රිදුනත් ඇත්ත කතාවක්,"Because of this picketing cloth, such as mothers, duties, fell into the number of gobch talks like this from Mommy.𝙽𝚞𝚠𝚊𝚗 𝙲𝚑𝚊𝚖𝚒𝚔𝚊𝚛𝚊 · 5 Aug 2021 A real story","මේ picketing රෙද්ද නිසා අම්මලා අප්පච්චිලා වගේ ගුරුවරුත් මූසිලයන්ගෙන් මේ වගේ ගොබ්බ කතා අහන ගාණට වැටුණා.  𝙽𝚞𝚠𝚊𝚗 𝙲𝚑𝚊𝚖𝚒𝚔𝚊𝚛𝚊 @USER  · 5 Aug 2021 රිදුනත් ඇත්ත කතාවක් Because of this picketing cloth, such as mothers, duties, fell into the number of gobch talks like this from Mommy.𝙽𝚞𝚠𝚊𝚗 𝙲𝚑𝚊𝚖𝚒𝚔𝚊𝚛𝚊 · 5 Aug 2021 A real story",HOF
task1a_test_1208,"#SriLanka ට ""දේශපාලන අවජාතක කම"" හදුන්වාදීමේ සම්මානයක් දිය යුත්තේ මොහුටය. දේශපාලනය යනු මෙවැනි පහත පෙලේ දෙයක්ද කියා නැවත සිතිය යුතුය. සංඝායනා කල යුත්තේ ආගම ධර්මය නොව ලංකාවේ පදු දේශපාලනයය.  @USER  @USER  @USER  @USER  @USER  @USER  @USER  @USER","It is the one who should be awarded the introduction of the ""political illegational bastard"" to #srilanka.Politics should think again as such as:Sangha should not be made but the piercing politics of Sri Lanka.@Ser @ser @user @user @user @user @user","#SriLanka ට ""දේශපාලන අවජාතක කම"" හදුන්වාදීමේ සම්මානයක් දිය යුත්තේ මොහුටය. දේශපාලනය යනු මෙවැනි පහත පෙලේ දෙයක්ද කියා නැවත සිතිය යුතුය. සංඝායනා කල යුත්තේ ආගම ධර්මය නොව ලංකාවේ පදු දේශපාලනයය.  @USER  @USER  @USER  @USER  @USER  @USER  @USER  @USER It is the one who should be awarded the introduction of the ""political illegational bastard"" to #srilanka.Politics should think again as such as:Sangha should not be made but the piercing politics of Sri Lanka.@Ser @ser @user @user @user @user @user",HOF
task1a_test_1209,@USER සිරිසේන සමග කිලි මහරාජා සහ  සිරසටද කෙල වේ.,@User Sirisena is also the Mahaja and Sirasa.,@USER සිරිසේන සමග කිලි මහරාජා සහ  සිරසටද කෙල වේ. @User Sirisena is also the Mahaja and Sirasa.,NOT
task1a_test_1210,@USER පකඩ යකඩයා  කෝටුපැන  උකාලා  පෝරබරේ එන විට යට කරා අහිංසක කෝල්ලා  අඩුම තරමේ මු එන කෙල්ලව බලන්නවත් ගිහින් නැ  මු තමයි දේශපාලනයේ කක්ක මිනිසා,@Ser paddraya mutnty fleet when Ukalu Parada is in Ukala Forbara,@USER පකඩ යකඩයා  කෝටුපැන  උකාලා  පෝරබරේ එන විට යට කරා අහිංසක කෝල්ලා  අඩුම තරමේ මු එන කෙල්ලව බලන්නවත් ගිහින් නැ  මු තමයි දේශපාලනයේ කක්ක මිනිසා @Ser paddraya mutnty fleet when Ukalu Parada is in Ukala Forbara,HOF
task1a_test_1211,"@USER ,  @USER  @USER උඹව අවුරුදු කුමාරය කරලමයි අපි පස්ස බලන්නෙ","@Ser, @ser @user you'll follow the prince","@USER ,  @USER  @USER උඹව අවුරුදු කුමාරය කරලමයි අපි පස්ස බලන්නෙ @Ser, @ser @user you'll follow the prince",HOF
task1a_test_1212,@USER තොට ඒකෙන් වැඩක් නෑනේ... දකින්න ආස කියලා ගොඩක් ඉන්නව කෙල්ලො වගේම කොල්ලොත්.... ඔක්කොම  mention කරන්න බෑ ඕයි..,@Ser port doesn't work ...,@USER තොට ඒකෙන් වැඩක් නෑනේ... දකින්න ආස කියලා ගොඩක් ඉන්නව කෙල්ලො වගේම කොල්ලොත්.... ඔක්කොම  mention කරන්න බෑ ඕයි.. @Ser port doesn't work ...,NOT
task1a_test_1213,@USER  @USER හා. ඔයාට එයාල ගැන ගොඩක් දුකයි නේද,"@Ser @user and.You're so sad about them, right?","@USER  @USER හා. ඔයාට එයාල ගැන ගොඩක් දුකයි නේද @Ser @user and.You're so sad about them, right?",NOT
task1a_test_1214,@USER ඔක්කොම උනාම ඇවිත් කාගේ හරි පිට දාලා උන්ගේ අඩුපාඩු වහගන්න එකෙක් හැම සෙට් එකේම ඉන්නවා....,@User All the sets come and shut their mistakes ....,@USER ඔක්කොම උනාම ඇවිත් කාගේ හරි පිට දාලා උන්ගේ අඩුපාඩු වහගන්න එකෙක් හැම සෙට් එකේම ඉන්නවා.... @User All the sets come and shut their mistakes ....,NOT
task1a_test_1215,@USER  @USER  @USER  : කිරුළපනට ආපු බස් එහෙක හැප්පිලා එක්කෙනෙක් මැරිල  : මොකක් කිව්ව ඇහුනෙ නෑ  #MediaFreedom #lka,"@Ser @user: Wickremesinghers of Kirubarian deunction: No, didn't hear,","@USER  @USER  @USER  : කිරුළපනට ආපු බස් එහෙක හැප්පිලා එක්කෙනෙක් මැරිල  : මොකක් කිව්ව ඇහුනෙ නෑ  #MediaFreedom #lka @Ser @user: Wickremesinghers of Kirubarian deunction: No, didn't hear,",NOT
task1a_test_1216,"උඹ ,  කෝපිඇස් වලින් රවාගෙන කටත් උල්කරගෙන "" බටූඌඌස් මෙහෙ එනව.. අල්ලගන්න හිටියෙ මං "" කියද්දි මරු...  එතකොට මට ""අනේඒඒඒඒ "" කියවුණාම ,  "" ඕක අර හැමදාම කියන මෝඩ අනේ එක නේද මෝඩයො "" කියල උඹ අහල කට කොනෙන් හිනාවෙද්දි...  හෙහේ... මගෙ හිතට දැනෙන ඒ සතුට.. ඒක ඊට වඩා මරු   #නිකන්_හිතුණා","You boarded the coffecias and bow down here ... when I was foolish, ""it's stupid,"" you are foolish, ""it's stupid,"" she says,... that happiness I feel, that's happiness.","උඹ ,  කෝපිඇස් වලින් රවාගෙන කටත් උල්කරගෙන "" බටූඌඌස් මෙහෙ එනව.. අල්ලගන්න හිටියෙ මං "" කියද්දි මරු...  එතකොට මට ""අනේඒඒඒඒ "" කියවුණාම ,  "" ඕක අර හැමදාම කියන මෝඩ අනේ එක නේද මෝඩයො "" කියල උඹ අහල කට කොනෙන් හිනාවෙද්දි...  හෙහේ... මගෙ හිතට දැනෙන ඒ සතුට.. ඒක ඊට වඩා මරු   #නිකන්_හිතුණා You boarded the coffecias and bow down here ... when I was foolish, ""it's stupid,"" you are foolish, ""it's stupid,"" she says,... that happiness I feel, that's happiness.",NOT
task1a_test_1217,"@USER  @USER නොදකින් රට වහල නෙ, කිරිබත් ටිකක් කන්න තිබුන, මහ පාරෙ හට් ගහල, චීන පටස් ටිකක් හතර අතේ, වනල...","The country is not slapped in the notice of @ser @user, the Hut to the highway, a bit of four Chinese bunters on the forefront of the high road, Wanala ...","@USER  @USER නොදකින් රට වහල නෙ, කිරිබත් ටිකක් කන්න තිබුන, මහ පාරෙ හට් ගහල, චීන පටස් ටිකක් හතර අතේ, වනල... The country is not slapped in the notice of @ser @user, the Hut to the highway, a bit of four Chinese bunters on the forefront of the high road, Wanala ...",NOT
task1a_test_1218,@USER ඒක තමයි බොල කියන්නෙ... ඒ හින්ද තමයි අපිට කෙල්ලො නැත්තෙ...,@User that's the bolm ... we don't know ... that's ...,@USER ඒක තමයි බොල කියන්නෙ... ඒ හින්ද තමයි අපිට කෙල්ලො නැත්තෙ... @User that's the bolm ... we don't know ... that's ...,NOT
task1a_test_1219,"තෝ මහ කරුමයක්! @USER Calculus Wijesekara @USER  · 26 Dec 2017 Type ""තෝ මහ කරුමයක්!"" And @ the 3rd person.","A Mahakara!@User Calculus wijesekara @user · 26 Dec 2017 TYPE ""You Mahama!""And @ the 3rd person.","තෝ මහ කරුමයක්! @USER Calculus Wijesekara @USER  · 26 Dec 2017 Type ""තෝ මහ කරුමයක්!"" And @ the 3rd person. A Mahakara!@User Calculus wijesekara @user · 26 Dec 2017 TYPE ""You Mahama!""And @ the 3rd person.",HOF
task1a_test_1220,"තෝ මහ කරුමයක් @USER   Calculus Wijesekara @USER  · 26 Dec 2017 Type ""තෝ මහ කරුමයක්!"" And @ the 3rd person.","A Capable Care is @user Calculus Wijesekara @user · 26 Dec 2017 TYPE ""TYPE!""And @ the 3rd person.","තෝ මහ කරුමයක් @USER   Calculus Wijesekara @USER  · 26 Dec 2017 Type ""තෝ මහ කරුමයක්!"" And @ the 3rd person. A Capable Care is @user Calculus Wijesekara @user · 26 Dec 2017 TYPE ""TYPE!""And @ the 3rd person.",HOF
task1a_test_1221,@USER නාඩගම්කාරයො වැනි ප්‍රවර්දන වැඩසටහන්වල ප්‍රථිථලයන් විය නොහැකිද?,Can you not be the objective of revenue programs such as @user boards?,@USER නාඩගම්කාරයො වැනි ප්‍රවර්දන වැඩසටහන්වල ප්‍රථිථලයන් විය නොහැකිද? Can you not be the objective of revenue programs such as @user boards?,NOT
task1a_test_1222,@USER  @USER තෝත් හුක විස්ව,@Ser @user thor think tanks,@USER  @USER තෝත් හුක විස්ව @Ser @user thor think tanks,HOF
task1a_test_1223,එයයි මායි දෙන්නම පුදුම කේන්තියකින් උන්නේ. කේන්තියෙන්ම මං ඔයාගේ තාත්තට මෝඩයා කියල බැන්නා. තාත්තට පුදුමයි .. එයා ඇහුව ඔයා කොහොමද මට එහෙම කතා කරේ කියල. මං කේන්තියෙන් පිපිරී පිපිරී තව හයියෙන් කෑගැහුවා. මොඩයා බූරුවා ගොනා පිස්සා.. ඔය වගේ හැම වචනයක්ම. ඔයා හිතන්නේ එයා මොනව කලා කියලද .,"That is what I have been angry.I was the idiot of your father.Father is amazing, he asked how you were talking to me.I exploded and screaming and shouted.Moda donkey bully piss. Every word like that.You think he did.","එයයි මායි දෙන්නම පුදුම කේන්තියකින් උන්නේ. කේන්තියෙන්ම මං ඔයාගේ තාත්තට මෝඩයා කියල බැන්නා. තාත්තට පුදුමයි .. එයා ඇහුව ඔයා කොහොමද මට එහෙම කතා කරේ කියල. මං කේන්තියෙන් පිපිරී පිපිරී තව හයියෙන් කෑගැහුවා. මොඩයා බූරුවා ගොනා පිස්සා.. ඔය වගේ හැම වචනයක්ම. ඔයා හිතන්නේ එයා මොනව කලා කියලද . That is what I have been angry.I was the idiot of your father.Father is amazing, he asked how you were talking to me.I exploded and screaming and shouted.Moda donkey bully piss. Every word like that.You think he did.",NOT
task1a_test_1224,උගත් පරපුරේ උගත් වැඩ!!! තුක් නොදකින් ඔලූ ඉදීමොගත් හැත්ත!!  URL,Educated work on the educated generation !!!Sheights that have not been swallowed with thke !!URL,උගත් පරපුරේ උගත් වැඩ!!! තුක් නොදකින් ඔලූ ඉදීමොගත් හැත්ත!!  URL Educated work on the educated generation !!!Sheights that have not been swallowed with thke !!URL,HOF
task1a_test_1225,හෙට මෑච් එක මතක් වෙද්දි පට්ට සතුටුයි #CWC15 #SLvSA,When you miss the mouth tomorrow # cwc15 #slvsa,හෙට මෑච් එක මතක් වෙද්දි පට්ට සතුටුයි #CWC15 #SLvSA When you miss the mouth tomorrow # cwc15 #slvsa,NOT
task1a_test_1226,Production එක සුරතෙ banging hard උඹ නිස හීනෙනුත් කෙල්ලෙ කුඩු කාඩ් Carry on කෙල්ලෙ වෙන්න ළඟයි trending පැණි හොයං වරෙන් කිරි ගඟක් pending  #np #SLRap #ILLNOIZE youtube.com Suratha - IRAJ Ft. Killer B & Kaizer #Iraj #Suratha #සුරතLyrics තාලේ වනලා කියමි තුටිනා දැනෙනා හැඟුම වෙවුලාආයේ දිරියෙන් සුරත වඩනා නූපන් පරපුර මෙමාRap - Killer Bජීවන මේ ගමන සංසාරවාතේ කිවට උඹය මගේ ...,Production Hiru The Large Hard is a Large Hard-In-Gird on Honey Chending #NP #NP #NP #NP #NP #NP #NP #NP #NP #NP #NP #NP #NP #NP #NP #NPE YOURPESKiller B & Kaizer #iraj #Surata #iry,Production එක සුරතෙ banging hard උඹ නිස හීනෙනුත් කෙල්ලෙ කුඩු කාඩ් Carry on කෙල්ලෙ වෙන්න ළඟයි trending පැණි හොයං වරෙන් කිරි ගඟක් pending  #np #SLRap #ILLNOIZE youtube.com Suratha - IRAJ Ft. Killer B & Kaizer #Iraj #Suratha #සුරතLyrics තාලේ වනලා කියමි තුටිනා දැනෙනා හැඟුම වෙවුලාආයේ දිරියෙන් සුරත වඩනා නූපන් පරපුර මෙමාRap - Killer Bජීවන මේ ගමන සංසාරවාතේ කිවට උඹය මගේ ... Production Hiru The Large Hard is a Large Hard-In-Gird on Honey Chending #NP #NP #NP #NP #NP #NP #NP #NP #NP #NP #NP #NP #NP #NP #NP #NPE YOURPESKiller B & Kaizer #iraj #Surata #iry,NOT
task1a_test_1227,මල්ලි ගම කොහෙද බම්..? ගාල්ලෙ අයියා.. ගාල්ලෙ කොහෙද..? අරෙන් ගිහින් මේන් ඇතුලට දාලා..35km විතර ඇතුලට..  තෝ ඉන්නෙ ගාල්ලෙද..? ඉන්දියාවෙද කියපිය පර බල්ලා...  ගාලු වරායේ ඉදන් ඉන්දියාවටවත් ඔච්චර දුර නෑබොල..අප්පගෙ ගම් කියවිලි මේවා...   #මේවාසිරාසිද්ධි,Where's the mother village?Gallah's brother. Where's in the galley?He's inserted in the middle of the kin.The dog is saying in India ... Neither India's soil ...,මල්ලි ගම කොහෙද බම්..? ගාල්ලෙ අයියා.. ගාල්ලෙ කොහෙද..? අරෙන් ගිහින් මේන් ඇතුලට දාලා..35km විතර ඇතුලට..  තෝ ඉන්නෙ ගාල්ලෙද..? ඉන්දියාවෙද කියපිය පර බල්ලා...  ගාලු වරායේ ඉදන් ඉන්දියාවටවත් ඔච්චර දුර නෑබොල..අප්පගෙ ගම් කියවිලි මේවා...   #මේවාසිරාසිද්ධි Where's the mother village?Gallah's brother. Where's in the galley?He's inserted in the middle of the kin.The dog is saying in India ... Neither India's soil ...,HOF
task1a_test_1228,@USER  @USER    එයා යම් දෙයක් කරන්න උත්සාහා කරනවා. ඒත් ස ගේ ප්‍රතිපත්ති රටට ගැලපෙන්නේ නැහැ. උදාහරණයක් විදියට රටට අවශ්‍ය හැම අහාරයක්ම රට තුල නිපදවන්න බැහැ. ඒක රටට ආර්ථිකව පාඩු වෙන්න ඉඩ තියෙනවා. කැලෑ එලිකරලා වගා කරන එක තව මෝඩ ප්‍රතිපත්තියක්. අපි අවදානයෙන් බලන් ඉමු.,"@Ser @user he's trying to do something.But the same principles are not suitable for the country.For example, the country cannot produce everything the country needs in the country.It may be economically ambitious to the country.The cultivation of jungle elections is another stupid policy.Let's look at the attention.","@USER  @USER    එයා යම් දෙයක් කරන්න උත්සාහා කරනවා. ඒත් ස ගේ ප්‍රතිපත්ති රටට ගැලපෙන්නේ නැහැ. උදාහරණයක් විදියට රටට අවශ්‍ය හැම අහාරයක්ම රට තුල නිපදවන්න බැහැ. ඒක රටට ආර්ථිකව පාඩු වෙන්න ඉඩ තියෙනවා. කැලෑ එලිකරලා වගා කරන එක තව මෝඩ ප්‍රතිපත්තියක්. අපි අවදානයෙන් බලන් ඉමු. @Ser @user he's trying to do something.But the same principles are not suitable for the country.For example, the country cannot produce everything the country needs in the country.It may be economically ambitious to the country.The cultivation of jungle elections is another stupid policy.Let's look at the attention.",NOT
task1a_test_1229,හමීඩ් කියලා කොල්ලෙක් ගඟට පැනපු කෙල්ලක් බේරගන්න ගිහින් නැතිවෙලා..අවසානෙට ගඟට පැනපු වේසි බේරුනු..බේරගන්න හදපු කොල්ලා නැතිවුනා,A boy called Hameed has gone to save a girl who escaped to the river.,හමීඩ් කියලා කොල්ලෙක් ගඟට පැනපු කෙල්ලක් බේරගන්න ගිහින් නැතිවෙලා..අවසානෙට ගඟට පැනපු වේසි බේරුනු..බේරගන්න හදපු කොල්ලා නැතිවුනා A boy called Hameed has gone to save a girl who escaped to the river.,HOF
task1a_test_1230,"@USER  @USER රනිල්ගෙයි, NGO $ කඩේ යන අංක එකේ වහලා තමා ඕයි තවුසේ..තවුසේට රාජපල්ෂවාදීන් ඔක්කොම වහල්ලු..තෝ මොකාටද වහල් කම් කරන්නේ.? අර කුරුදුවත්තේ කම්බ හොරාට නේ බුරුවෝ...ඉපදුන රටට ණයක් නැතිව මැරියන් කාලකන්නියා...තොපි මේ මහපොලොවට බරක් මිනිහෝ..සක්කිලි පරයා...","@Ser @user Ranilgii closed the number at NGO $ shop.The Kurunduwatte, Rhrude, who r old ... Marion Martyl to the country ... You're a burden to this earth ...","@USER  @USER රනිල්ගෙයි, NGO $ කඩේ යන අංක එකේ වහලා තමා ඕයි තවුසේ..තවුසේට රාජපල්ෂවාදීන් ඔක්කොම වහල්ලු..තෝ මොකාටද වහල් කම් කරන්නේ.? අර කුරුදුවත්තේ කම්බ හොරාට නේ බුරුවෝ...ඉපදුන රටට ණයක් නැතිව මැරියන් කාලකන්නියා...තොපි මේ මහපොලොවට බරක් මිනිහෝ..සක්කිලි පරයා... @Ser @user Ranilgii closed the number at NGO $ shop.The Kurunduwatte, Rhrude, who r old ... Marion Martyl to the country ... You're a burden to this earth ...",HOF
task1a_test_1231,@USER ගෙරි හම්බයො එලවන්ඩෝන රටින්ම අහවල් එක කපල,@Server Green Elevenandons one can,@USER ගෙරි හම්බයො එලවන්ඩෝන රටින්ම අහවල් එක කපල @Server Green Elevenandons one can,HOF
task1a_test_1232,"@USER  විහිලු කරන්ඩ ගත්තාම සීමාවක් නෑ,කටට බ්‍රේක් නෑ 𝗦𝗮𝗻𝗱𝘂𝗻 @USER  · 17 Mar 2018 ඔබ මේකේ කැමතිම Tweep කෙනෙක්ව මෙන්ෂන් කරලා Quote කරන්න  ඒ එක්කම ඔහුගේ අකැමති ගුණාංගය මොකක්ද කියලත් කියන්න...",@Ser's funny nutrinity lack of break No,"@USER  විහිලු කරන්ඩ ගත්තාම සීමාවක් නෑ,කටට බ්‍රේක් නෑ 𝗦𝗮𝗻𝗱𝘂𝗻 @USER  · 17 Mar 2018 ඔබ මේකේ කැමතිම Tweep කෙනෙක්ව මෙන්ෂන් කරලා Quote කරන්න  ඒ එක්කම ඔහුගේ අකැමති ගුණාංගය මොකක්ද කියලත් කියන්න... @Ser's funny nutrinity lack of break No",NOT
task1a_test_1233,some people පුක දෙන්නමය් බලන් ඉන්නේ,SOME PEOPLE is waiting for people,some people පුක දෙන්නමය් බලන් ඉන්නේ SOME PEOPLE is waiting for people,HOF
